0.000104348,0.000104348
0.000104348,0.000104348
0.000104348,0.000104348
0.000130435,-0.036554348
0.000156522,-0.073213044
0.000182609,-0.10987174
0.000208696,-0.146530436
0.000234783,-0.183189132
0.00026087,-0.219847827
0.000286957,-0.256506523
0.000313043,-0.293165219
0.00033913,-0.329823915
0.000365217,-0.366482611
0.000391304,-0.403141307
0.000417391,-0.439800003
0.000443478,-0.476458699
0.000469565,-0.513117394
0.000495652,-0.54977609
0.000521739,-0.586434786
0.000547826,-0.623093482
0.000573913,-0.659752178
0.0006,-0.696410874
0.000626087,-0.73306957
0.000652174,-0.769728265
0.000678261,-0.806386961
0.000704348,-0.843045657
0.000730435,-0.879704353
0.000756522,-0.916363049
0.000782609,-0.953021745
0.000808696,-0.989680441
0.000834783,-1.026339137
-0.035823913,-1.02631305
-0.072482609,-1.026286963
